Don’t try to be the fastest runner in your school or the fastest in the world. Be the fastest ever.,nan,nan,187,14000,2900, 5 Sep 2018,10:14 AM 
"Believe in something, even if it means sacrificing everything. #JustDoItpic.twitter.com/SRWkMIDdaO",['JustDoIt'],nan,47000,921000,370000, 3 Sep 2018,12:20 PM 
It’s only a crazy dream until you do it. #justdoit @serenawilliamspic.twitter.com/8XUuJwBbXw,['justdoit'],['serenawilliams'],1300,106000,36000, 27 Aug 2018,8:21 AM 
"You can take the superhero out of her costume, but you can never take away her superpowers. #justdoitpic.twitter.com/dDB6D9nzaD",['justdoit'],nan,2500,296000,124000, 24 Aug 2018,9:34 PM 
"Be the one they fear. #AwakenThePhantom 

The new Nike PhantomVSN is available now at http://nike.com/football 

Feat. @Phil_Coutinho, @MalPugh, @DeBruyneKev, @neymarjr, @10Ronaldinho, @Pirlo_official, Gennaro Gattuso, @xsimons10 & @Aubameyang7pic.twitter.com/dgPYAMlc0T",['AwakenThePhantom'],"['Phil_Coutinho', 'MalPugh', 'DeBruyneKev', 'neymarjr', '10Ronaldinho', 'Pirlo_official', 'xsimons10', 'Aubameyang7']",594,22000,9300, 10 Aug 2018,3:00 AM 
Nerve Beats Nasty. Congratulations @F_Molinari on winning the Open Championship at Carnoustie Golf Links. #TheOpen #nike,"['TheOpen', 'nike']",['F_Molinari'],107,915,99, 22 Jul 2018,11:11 AM 
A Star is born. @KMbappe #JustDoItpic.twitter.com/cn8eqmUuuq,['JustDoIt'],['KMbappe'],273,37000,7700, 15 Jul 2018,11:04 AM 
Belief born in the streets of France. #JustDoItpic.twitter.com/t3rYXJz7Kw,['JustDoIt'],nan,140,10000,5100, 15 Jul 2018,10:12 AM 
"Play as one. Fight as one. Believe as one.
⠀ ⠀
Believe. #JustDoItpic.twitter.com/ZgDi1Lwi96",['JustDoIt'],nan,84,2300,375, 14 Jul 2018,3:01 PM 
"No love lost.

The greatest athlete ever is the mother of all inspiration. #justdoitpic.twitter.com/BUspq4xlxF",['justdoit'],nan,155,12000,2300, 14 Jul 2018,1:55 PM 
Unstoppable belief. #justdoitpic.twitter.com/9Axn3glvwz,['justdoit'],nan,152,42000,15000, 11 Jul 2018,1:37 PM 
Believe > Pressure @KMbappe #JustDoitpic.twitter.com/UzNdjJBS6z,['JustDoit'],['KMbappe'],85,6700,1800, 10 Jul 2018,12:59 PM 
"Again. And again. And again. And again. And again. And again. And again. And again. And again. And again.
⠀
A historic 11 majors on clay, and counting. @RafaelNadal #nike #justdoitpic.twitter.com/EgdPZ5k1kD","['nike', 'justdoit']",['RafaelNadal'],473,16000,5500, 10 Jun 2018,9:00 AM 
"Self belief makes believers. 

@Simona_Halep fearlessly captures her first major title on the clay in Paris. #nike #justdoitpic.twitter.com/aTew6s4CQ6","['nike', 'justdoit']",['Simona_Halep'],141,4700,889, 9 Jun 2018,8:29 AM 
"A champion never settles for one.

@KDTrey5 #JustDoIt #NBAFinalspic.twitter.com/8PXOHhCvwq","['JustDoIt', 'NBAFinals']",['KDTrey5'],735,27000,9900, 8 Jun 2018,8:30 PM 
"It’s one thing to put words on your back. It’s another thing to live up to them. 

#alwaysbelieve #nike @KingJamespic.twitter.com/q04oVa6gNc","['alwaysbelieve', 'nike']",['KingJames'],361,25000,11000, 30 May 2018,4:36 PM 
"Reclaiming the past to empower the future.

This year’s #BETRUE collection breaks symbolic boundaries. 

Learn More: https://swoo.sh/2IWTSY3  #nikepic.twitter.com/aXzMVcFx2k","['BETRUE', 'nike']",nan,146,1900,502, 24 May 2018,7:01 AM 
"1, 2, 3. Men's and Women's in London. 
 #JustDoIt
@EliudKipchoge 
Tola Shura Kitata 
@Mo_Farah
@VivianCheruiyot 
Brigid Kosgei 
Tadelech Bekele",['JustDoIt'],"['EliudKipchoge', 'Mo_Farah', 'VivianCheruiyot']",51,808,146, 22 Apr 2018,4:29 AM 
"Bear witness. 

Congratulations, @EliudKipchoge. #JustDoIthttps://twitter.com/Nike/status/987588804851593216 …",['JustDoIt'],['EliudKipchoge'],22,1000,220, 22 Apr 2018,4:09 AM 
".@VivianCheruiyot just took London with a personal best. 

Congratulations, Vivian. #justdoit",['justdoit'],['VivianCheruiyot'],15,541,97, 22 Apr 2018,3:41 AM 
"Heart can’t be measured, only witnessed.
⠀ ⠀
On Sunday, @EliudKipchoge runs another race towards greatness. #JustDoItpic.twitter.com/yCwgNkvzjr",['JustDoIt'],['EliudKipchoge'],23,1300,346, 21 Apr 2018,12:08 AM 
"Printed to the exact specifications of world-class runners.

Introducing Nike Flyprint.
https://swoo.sh/2qEKkpr pic.twitter.com/gtmlX3EmMS",nan,nan,66,1600,451, 17 Apr 2018,8:00 AM 
"Can you imagine?
Winning the same marathon that inspired you to run marathons?

@ShalaneFlanagan #justdoitpic.twitter.com/PkpuDSKxpG",['justdoit'],['ShalaneFlanagan'],53,1800,366, 13 Apr 2018,8:22 AM 
"Confidence from start to finish. 

@PReedGolf wins first major championship at The Masters. #justdoitpic.twitter.com/Ejx2oKcGcy",['justdoit'],['PReedGolf'],201,10000,1100, 8 Apr 2018,5:37 PM 
"When @TigerWoods plays golf, the world watches. Welcome Back.pic.twitter.com/N12YmLfGCY",nan,['TigerWoods'],734,61000,18000, 5 Apr 2018,9:43 AM 
You ready? #AirMaxDayhttps://twitter.com/hqtrivia/status/978306289737625606 …,['AirMaxDay'],nan,210,3300,479, 26 Mar 2018,4:08 PM 
Don’t miss it. #AirMax Day.https://twitter.com/hqtrivia/status/977545126720491521 …,['AirMax'],nan,52,2000,341, 25 Mar 2018,10:10 AM 
".@SerenaWilliams has proven time and time again, there’s no wrong way to be a woman. #UntilWeAllWinpic.twitter.com/aAMZv9IjCW",['UntilWeAllWin'],['serenawilliams'],379,21000,6500, 4 Mar 2018,7:57 PM 
"When our world gets stuck, there’s only one option - #ChooseGo.

http://Nike.com/ChooseGo pic.twitter.com/0rAm25J37q",['ChooseGo'],nan,92,3300,1200, 1 Mar 2018,7:00 AM 
Don't get stuck. #ChooseGopic.twitter.com/3o3lXSg1qe,['ChooseGo'],nan,76,3600,1100, 28 Feb 2018,9:15 PM 
pic.twitter.com/vW3w4xGuuI,nan,nan,113,12000,3800, 28 Feb 2018,9:00 AM 
Age is just a number until you’re number one. @rogerfedererpic.twitter.com/Dg4T8JakAN,nan,['rogerfederer'],200,17000,7800, 16 Feb 2018,12:12 PM 
"Welcome to #NBAAllStar Weekend in Los Angeles.

This weekend, we celebrate the makers of the game. Those who revolutionize sport and culture, and do it like it’s never been done before. From the legacy of @kobebryant to those inventing the future, we are #MakersOfTheGame.pic.twitter.com/43UcezF9rG","['NBAAllStar', 'MakersOfTheGame']",['kobebryant'],38,1400,418, 15 Feb 2018,9:53 AM 
"In every step. With every breath. #airmovesyou

Sound on. pic.twitter.com/O79rImWETh",['airmovesyou'],nan,44,2800,735, 9 Feb 2018,12:04 PM 
"If you have a body, you’re an athlete. Incredible story @CharlieJabaley. But it’s not over yet...https://twitter.com/charliejabaley/status/959073847046651906 …",nan,['CharlieJabaley'],39,1100,316, 7 Feb 2018,10:42 AM 
Dogs over dynasty.  #SBLIIpic.twitter.com/5V0EUmNI3f,['SBLII'],nan,25,3100,936, 4 Feb 2018,7:19 PM 
"Outplay yourself.

@rogerfederer, Melbourne's defending champion and holder of 19 major titles, just beat his own record, by winning 20. #justdoitpic.twitter.com/NFq0lkqVgX",['justdoit'],['rogerfederer'],82,9300,4800, 28 Jan 2018,3:39 AM 
"Learn more about the Inspiration behind the Innovation: https://news.nike.com/news/nike-epic-react-flyknit-running-shoe …
#nikereactpic.twitter.com/TmUka0QzEz",['nikereact'],nan,103,2700,3300, 23 Jan 2018,12:09 PM 
I am so excited to share with you all that I have officially joined the @Nike @Nikecourt family!!!pic.twitter.com/5A7iGcULR6,nan,"['Nike', 'Nikecourt']",224,7000,808, 3 Jan 2018,4:02 PM 
"Happy Handle-days, from @KyrieIrving. #FindYourGroove #NBAXmaspic.twitter.com/Rd2hbCQT2R","['FindYourGroove', 'NBAXmas']",['KyrieIrving'],55,2400,559, 25 Dec 2017,4:06 PM 
"It’s @KyrieIrving’s world, we’re just grooving in it. #FindYourGroove #NBAXmaspic.twitter.com/UTSAbzDvBN","['FindYourGroove', 'NBAXmas']",['KyrieIrving'],43,1400,304, 25 Dec 2017,3:00 PM 
"8 started the journey, 24 completed it. #8v24https://twitter.com/nikebasketball/status/942792627358855168 …",['8v24'],nan,22,2100,650, 18 Dec 2017,8:30 AM 
"MJ never lost, he learned. #WinLike96pic.twitter.com/QMXvbcoGoU",['WinLike96'],nan,86,5000,1600, 8 Dec 2017,8:00 AM 
"Another dream come true. Unbelievable feeling. Thanks to my family, friends, teammates, coaches and everyone that stood by my side throughout the years.pic.twitter.com/A9jyYswePD",nan,nan,7000,274000,84000, 7 Dec 2017,1:09 PM 
"Some things are NY made.
Others were made for NY. 
@Nike X OBJ X #AF1pic.twitter.com/E3X4UA0m90",['AF1'],['Nike'],98,6900,2200, 21 Nov 2017,9:33 AM 
The moment Mike Jordan became Michael Jordan. #WinLike82pic.twitter.com/aOR6qV79ZS,['WinLike82'],nan,78,4500,4100, 8 Nov 2017,3:26 PM 
Never bet against Houston.pic.twitter.com/0mDkp0ijy4,nan,nan,134,30000,18000, 1 Nov 2017,9:02 PM 
"Inspired by the hardwood heritage.

Couture creator Riccardo Tisci teams up with NikeLab to celebrate the elite athleticism of basketball.pic.twitter.com/WbfdbavH1S",nan,nan,27,701,245, 12 Oct 2017,3:44 PM 
"Legacies built on the track, extended to the road.
Congrats Galen Rupp and Tirunesh Dibaba on your Chicago breakthroughs. #justdoitpic.twitter.com/e8i9ZCnhHc",['justdoit'],nan,24,1100,322, 8 Oct 2017,12:58 PM 
"It’s time to put ‘em on skates. #MakeEmMiss #AlphaMenace
@DangeRussWilson @usnikefootballpic.twitter.com/gpHS7GNW9G","['MakeEmMiss', 'AlphaMenace']","['DangeRussWilson', 'usnikefootball']",99,2300,774, 17 Sep 2017,9:00 AM 
Set the tone.https://twitter.com/i/moments/908931393668788225 …,nan,nan,58,2200,668, 16 Sep 2017,12:20 AM 
Welcome to the Association. #NIKExNBApic.twitter.com/KLozcnWmj5,['NIKExNBA'],nan,289,24000,10000, 15 Sep 2017,8:58 PM 
Introducing the Nike Therma Flex Showtime Warm-up Jacket.https://cards.twitter.com/cards/6vlb50/4sqer …,nan,nan,24,1600,444, 15 Sep 2017,9:16 PM 
"A new STATEMENT! 

#NIKExNBApic.twitter.com/C2Rcptf0NA",['NIKExNBA'],nan,858,52000,23000, 15 Sep 2017,6:39 PM 
"Introducing the Nike @NBA Connected Jersey.

Learn more at http://nike.com/NBA  #NIKExNBApic.twitter.com/gcJ7DGWDGb",['NIKExNBA'],['NBA'],140,8000,3500, 15 Sep 2017,7:30 PM 
".@nba, you ready?https://twitter.com/NikeLA/status/908481515364827136 …",nan,['NBA'],14,2000,435, 14 Sep 2017,5:05 PM 
 #NIKExNBApic.twitter.com/84Bl85VtW6,['NIKExNBA'],nan,36,4700,1700, 14 Sep 2017,12:35 PM 
"Proof there's nothing to prove.

3 New York titles.
16 majors won.
Still number 1.
@RafaelNadal #JustDoItpic.twitter.com/yWkYOzXe0D",['JustDoIt'],['RafaelNadal'],80,11000,4600, 10 Sep 2017,3:55 PM 
"The Ten: Nike's iconic styles reconstructed by @virgilabloh.

http://nike.com/TheTen pic.twitter.com/TILCFMXdUo",nan,['virgilabloh'],58,6000,2900, 6 Sep 2017,7:46 AM 
Cortez. Since day one. #teamnike @kendricklamarpic.twitter.com/rkdrJUvRGx,['teamnike'],['kendricklamar'],67,4400,1400, 26 Aug 2017,3:00 PM 
"Rise above it. 

The Nike REACT Hyperdunk 2017 Flyknit is now available: http://gonike.me/ReactHD 
#NikeBasketball #Hyperdunk2017pic.twitter.com/MXU8FKFwqM","['NikeBasketball', 'Hyperdunk2017']",nan,112,5500,1500, 3 Aug 2017,11:07 AM 
You don’t play @rogerfederer on grass. You play on his grass. #JustDoItpic.twitter.com/pXxufjQPRp,['JustDoIt'],['rogerfederer'],298,25000,11000, 16 Jul 2017,8:09 AM 
"Still KD: Through the Noise
 
Watch the full documentary here: http://gonike.me/Still-KD pic.twitter.com/bkgkHPwjxw",nan,nan,51,1900,792, 11 Jul 2017,9:01 AM 
The best of today meets the best of tomorrow. @OBJ_3 crashes #TheOpening.pic.twitter.com/B4i5A8Hk3W,['TheOpening'],['OBJ_3'],92,8200,3600, 6 Jul 2017,9:21 PM 
"Why Not Zero?

The math adds up. @russwest44 is the 2017 NBA MVP.pic.twitter.com/T4kR6oFbJi",nan,['russwest44'],35,4400,2100, 26 Jun 2017,8:16 PM 
"Introducing, Nike React. 

Available globally August 3 in the Nike React Hyperdunk 2017 Flyknit and the Jordan.Superfly 2017.pic.twitter.com/iHGjRpxObu",nan,nan,65,2100,636, 20 Jun 2017,10:44 AM 
One is difficult. Two is impressive. Ten is Rafa. @rafaelnadalpic.twitter.com/658sRtVbbE,nan,['RafaelNadal'],361,23000,17000, 11 Jun 2017,8:28 AM 
"Eliud Kipchoge - 2:00:25
The barrier just got that much closer. #Breaking2 #JustDoItpic.twitter.com/uw9Dz1zknE","['Breaking2', 'JustDoIt']",nan,780,50000,14000, 6 May 2017,2:34 AM 
"Eliud Kipchoge - 2:00:25
The barrier just got that much closer. #Breaking2 #JustDoItpic.twitter.com/A9fb1wZt1X","['Breaking2', 'JustDoIt']",nan,107,6100,2700, 6 May 2017,1:15 AM 
"There is no finish line.

#Breaking2 #JustDoIt","['Breaking2', 'JustDoIt']",nan,50,2500,1000, 5 May 2017,10:46 PM 
"5k: 14:14
10k: 28:21
15k: 42:34
20k: 56:49
25k: 1:11:03
30k: 1:25:20
35k: 1:39:37
40k: 1:54:04

Time to dig.

#Breaking2",['Breaking2'],nan,45,2500,924, 5 May 2017,10:41 PM 
 Lap. 1:53:26. Coming down history’s homestretch. #Breaking2,['Breaking2'],nan,12,594,168, 5 May 2017,10:39 PM 
"""With each step @EliudKipchoge is taking, he is making history."" -@ShalaneFlanagan #Breaking2",['Breaking2'],"['EliudKipchoge', 'ShalaneFlanagan']",11,611,175, 5 May 2017,10:35 PM 
"5k: 14:14
10k: 28:21
15k: 42:34
20k: 56:49
25k: 1:11:03
30k: 1:25:20
35k: 1:39:37

Wall? What wall?

#Breaking2",['Breaking2'],nan,26,1100,502, 5 May 2017,10:29 PM 
Current pace: faster than anyone thought was humanly possible. #Breaking2,['Breaking2'],nan,14,1100,437, 5 May 2017,10:26 PM 
"5k: 14:14
10k: 28:21
15k: 42:34
20k: 56:49
25k: 1:11:03
30k: 1:25:20

On pace. 12 kilometers to go.

#Breaking2",['Breaking2'],nan,11,608,254, 5 May 2017,10:21 PM 
"5k: 14:14
10k: 28:21
15k: 42:34
20k: 56:49
25k: 1:11:03

@EliudKipchoge staying right on pace.

#Breaking2",['Breaking2'],['EliudKipchoge'],12,561,224, 5 May 2017,10:13 PM 
Flawless pacer exchanges. Like a pit crew for a race car. #Breaking2,['Breaking2'],nan,11,462,140, 5 May 2017,10:04 PM 
"Half way there, half way to making history. #Breaking2",['Breaking2'],nan,10,658,229, 5 May 2017,9:47 PM 
"5k: 14:14
10k: 28:21
15k: 42:34
20k: 56:49

#Breaking2",['Breaking2'],nan,6,636,267, 5 May 2017,9:45 PM 
"5k: 14:14
10k: 28:21
15k: 42:34

#Breaking2",['Breaking2'],nan,5,444,157, 5 May 2017,9:40 PM 
"Why a racetrack in Monza, Italy? Flat, fast, low altitude, cool temps, limited wind, little humidity... and lots of carbs.  #Breaking2",['Breaking2'],nan,7,564,154, 5 May 2017,9:39 PM 
"5k: 14:14
10k: 28:21


#Breaking2",['Breaking2'],nan,9,620,197, 5 May 2017,9:16 PM 
"The men of the hour (or two):

@EliudKipchoge, Kenya 
Lelisa Desisa, Ethiopia 
Zersenay Tadese, Eritrea 
#Breaking2",['Breaking2'],['EliudKipchoge'],9,547,211, 5 May 2017,9:14 PM 
Race conditions here in Monza:  and 12°C. Great weather for breaking records. #Breaking2,['Breaking2'],nan,5,504,163, 5 May 2017,8:50 PM 
Years of research and development went into this day. Now all that’s left to do is run. #Breaking2,['Breaking2'],nan,17,576,197, 5 May 2017,8:49 PM 
"Takeoff in 3… 2… 1… 
#Breaking2 is now #LIVE athttps://nikebreaking2.twitter.com ","['Breaking2', 'LIVE']",nan,48,1900,1200, 5 May 2017,8:30 PM 
"Can you run the 100m in :17?
How about 422 times in a row?
We know three athletes about to. #Breaking2pic.twitter.com/nd4BxYjtoP",['Breaking2'],nan,27,1300,506, 5 May 2017,8:27 PM 
"Breaking the 2-hour marathon. Crazy? Yes. So we’re doing it. #LIVE

Retweet or  for @Nike #Breaking2 notifications.pic.twitter.com/Ue5Tvu3YCe","['LIVE', 'Breaking2']",['Nike'],1000,59000,19000, 4 May 2017,8:36 PM 
Triple-double record? #WhyNot? @russwest44pic.twitter.com/6aCwbfyRPa,['WhyNot'],['russwest44'],68,8400,4700, 9 Apr 2017,4:12 PM 
"We’ve all been there. Happy #airmax day, @Money23Green.pic.twitter.com/HVH2tZPFjl",['airmax'],['Money23Green'],46,1400,464, 26 Mar 2017,12:37 PM 
Air Max Day is coming. What pair will you wear? #airmaxpic.twitter.com/TxHa2BWsgE,['airmax'],nan,199,3100,1300, 25 Mar 2017,10:59 AM 
Great minds think alike. #airmax @Money23Greenpic.twitter.com/yicRvW3ahf,['airmax'],['Money23Green'],15,1300,469, 25 Mar 2017,6:59 AM 
"#NikeLab presents: The Vision-AIRS. Go behind the design with famed industrial designer Marc Newson, whose #VaporMax launches #AirMaxDay.pic.twitter.com/Hr67mJaEnh","['NikeLab', 'VaporMax', 'AirMaxDay']",nan,42,1000,348, 23 Mar 2017,12:59 PM 
"What are girls made of?
You’re made of what you do.
#believeinmore #nikepic.twitter.com/SMoMdPcTvh","['believeinmore', 'nike']",nan,91,4300,4600, 8 Mar 2017,10:04 AM 
"What will they say about you?
Maybe they'll say you showed them what was possible.
#believeinmore #nikepic.twitter.com/rqn24qpDsn","['believeinmore', 'nike']",nan,309,7600,6700, 8 Mar 2017,7:00 AM 
"The bond between players should exist between people. Thank you, New Orleans. #EQUALITY #Nikepic.twitter.com/KtBJ4NQ8wu","['EQUALITY', 'Nike']",nan,34,1200,505, 21 Feb 2017,2:48 PM 
We step onto the court as equals. New Orleans sets the stage for All Star Weekend @nikebasketball. #EQUALITY #nikepic.twitter.com/j27zE1PASd,"['EQUALITY', 'nike']",['nikebasketball'],22,661,288, 16 Feb 2017,11:29 AM 
Everyone loves an underdog. @rogerfederer #justdoitpic.twitter.com/jAbm1aSKvu,['justdoit'],['rogerfederer'],307,34000,14000, 29 Jan 2017,4:19 AM 
Everyone loves an underdog. #justdoitpic.twitter.com/p1sMSA0L7K,['justdoit'],nan,37,5000,2200, 28 Jan 2017,2:07 PM 
"You made Hayward home.
You lifted each other up in London.
You realized dreams in Rio.
You won the world over.
Together.
#justdoitpic.twitter.com/HKIRW13QIL",['justdoit'],nan,11,3900,1100, 10 Jan 2017,4:28 PM 
"Music by @questlove. 
Basketball by @KyrieIrving.

Introducing the #Kyrie3.pic.twitter.com/nVvZM1abCz",['Kyrie3'],"['questlove', 'KyrieIrving']",48,2800,1500, 25 Dec 2016,8:23 AM 
"Move. Adapt. Protect. 

The new #nikelab ACG collection, designed in collaboration with @erlsn is now available at http://nike.com/nikelab pic.twitter.com/x7h8x8mbeL",['nikelab'],['erlsn'],19,937,381, 2 Dec 2016,9:00 AM 
"The future starts here. 

Tinker Hatfield and Tiffany Beers get up close with the #hyperadapt 1.0. Discover more at http://nike.com/hyperadapt pic.twitter.com/NdyIv72ZLc",['hyperadapt'],nan,91,3200,1800, 1 Dec 2016,2:37 PM 
"If anyone can.
#justdoitpic.twitter.com/xpdKgiFnIo",['justdoit'],nan,18,2500,1400, 1 Dec 2016,8:00 AM 
Finding peace through pace. Explore the innovation behind Jun Takahashi's #NikeLab Gyakusou running collection at http://nike.com/nikelab pic.twitter.com/TsAfhxEiDw,['NikeLab'],nan,10,947,264, 15 Nov 2016,5:41 PM 
A new culture of FORCE @ComplexCon. #af1 @nikesportswearpic.twitter.com/kCOPkkKyOI,['af1'],"['ComplexCon', 'nikesportswear']",30,1400,502, 6 Nov 2016,8:48 PM 
It's been a long time...but the @Cubs make Someday today.pic.twitter.com/BnUAGGaTim,nan,['Cubs'],375,54000,29000, 2 Nov 2016,9:59 PM 
The #NikeMag Draw & auctions raised $6.75M for @michaeljfoxorg – amazing. Thank you to everyone who took part.,['NikeMag'],['MichaelJFoxOrg'],73,2900,1500, 20 Oct 2016,7:06 AM 
"
Brilliance collides in Barcelona.
@Jumpman23 makes its Camp Nou debut tomorrow at the feet of @neymarjr. #Hypervenompic.twitter.com/Bvu6dSB4sY",['Hypervenom'],"['Jumpman23', 'neymarjr']",19,2800,1100, 18 Oct 2016,11:00 AM 
"Define the future. 
Make Parkinson's disease history.
This is your last chance to enter The Draw for the #NikeMag: http://nike.com/mag pic.twitter.com/fz4lP7ASO9",['NikeMag'],nan,161,15000,6800, 11 Oct 2016,11:00 AM 
Breaking: Any donation made to the #NikeMag Draw today by 11:59EST will be matched dollar for dollar http://Nike.com/MAG pic.twitter.com/Vk9e13GR07,['NikeMag'],nan,25,1200,674, 11 Oct 2016,6:51 AM 
"Step into the future and join the fight against Parkinson's disease with Nike Mag.
http://apple.co/NikeMag pic.twitter.com/s0mJGsEwIt",nan,nan,7,365,152, 8 Oct 2016,7:35 AM 
.@realmikefox Excited for tomorrow.,nan,['realmikefox'],328,4600,3500, 3 Oct 2016,7:00 AM 
Shattering expectations.pic.twitter.com/eNHldCyCC4,nan,nan,85,7300,4600, 29 Sep 2016,8:00 AM 
"""The only person that's going to have power over me, is me."" @scoutbassett
http://gonike.me/justdoit  #justdoithttps://amp.twimg.com/v/ea8dd094-2ba5-4ad7-a163-cdfe07286291 …",['justdoit'],['ScoutBassett'],15,1600,730, 30 Aug 2016,9:04 AM 
Unlimited Excellence @eliudkipchoge. http://Nike.com/justdoit  #justdoitpic.twitter.com/9jqimJXhik,['justdoit'],['EliudKipchoge'],6,853,325, 21 Aug 2016,8:00 AM 
Unlimited Teamwork x 400. http://Nike.com/justdoit  #justdoitpic.twitter.com/HhY35b7lcy,['justdoit'],nan,10,813,194, 20 Aug 2016,9:10 PM 
Make your limits history. @allysonfelix http://nike.com/justdoit  #justdoitpic.twitter.com/DmRS9IWQth,['justdoit'],['allysonfelix'],12,1700,618, 20 Aug 2016,6:45 PM 
 #justdoit,['justdoit'],nan,10,1400,440, 20 Aug 2016,5:55 PM 
Unlimited Fight @caster800m http://nike.com/justdoit  #justdoitpic.twitter.com/U2xl9cNBOe,['justdoit'],['caster800m'],21,642,378, 20 Aug 2016,5:35 PM 
Winning is in your blood. @MattCentrowitz http://nike.com/justdoit  #justdoitpic.twitter.com/3OLfXTQPFf,['justdoit'],['MattCentrowitz'],8,688,243, 20 Aug 2016,5:20 PM 
Brilliant as individuals. Unstoppable as a nation. Unlimited Together. #justdoitpic.twitter.com/oLiFgxsSZc,['justdoit'],nan,19,2600,1200, 20 Aug 2016,4:12 PM 
Unlimited Together. #justdoitpic.twitter.com/VdZPuDz9rC,['justdoit'],nan,20,3200,1100, 20 Aug 2016,1:32 PM 
Unlimited Teamwork. @UgHLyDuCkLiN @AllysonFelix @tibartoletta http://nike.com/justdoit  #justdoitpic.twitter.com/idqTOpuM9q,['justdoit'],"['UgHLyDuCkLiN', 'allysonfelix', 'tibartoletta']",10,635,190, 19 Aug 2016,7:41 PM 
"Ready, set, Mo. @Mo_Farah http://gonike.me/justdoit  #justdoitpic.twitter.com/hhkdzpwmPU",['justdoit'],['Mo_Farah'],5,588,186, 19 Aug 2016,5:26 PM 
“You could do it. Anyone could do it.” @Mo_Farah http://gonike.me/justdoit  #justdoithttps://amp.twimg.com/v/7a064817-3cbb-499f-acee-801cf09a19a7 …,['justdoit'],['Mo_Farah'],5,637,260, 19 Aug 2016,11:17 AM 
First. Over. All. Dalilah Muhammad http://nike.com/justdoit  #justdoitpic.twitter.com/8wtf0dr3XV,['justdoit'],nan,7,838,218, 18 Aug 2016,6:52 PM 
World's Greatest. Again. @AshtonJEaton http://nike.com/justdoit  #justdoitpic.twitter.com/63rOzdqEhV,['justdoit'],['AshtonJEaton'],42,7300,2200, 18 Aug 2016,6:04 PM 
When the competition heats up. @AshtonJEaton http://gonike.me/justdoit  #justdoitpic.twitter.com/M3sUwv2Kyq,['justdoit'],['AshtonJEaton'],5,493,166, 18 Aug 2016,12:41 PM 
It only takes one dance @Bri_Rollin http://nike.com/justdoit  #justdoitpic.twitter.com/oDU8Gpu0CJ,['justdoit'],['Bri_Rollin'],9,733,273, 17 Aug 2016,7:05 PM 
Double on the double  . #justdoit,['justdoit'],nan,12,1100,493, 17 Aug 2016,6:40 PM 
Warriors fight through. @Warrior_omz http://nike.com/justdoit  #justdoitpic.twitter.com/kIoW920YsM,['justdoit'],['Warrior_omz'],5,777,363, 16 Aug 2016,7:01 PM 
Head over heels .  @Simone_Biles http://nike.com/justdoit  #justdoitpic.twitter.com/EiwP8KHKwN,['justdoit'],['Simone_Biles'],33,7000,1600, 16 Aug 2016,11:24 AM 
"Triple, double. @Taylored2jump http://nike.com/justdoit  #justdoitpic.twitter.com/2hmkliFR4f",['justdoit'],['Taylored2jump'],10,426,138, 16 Aug 2016,9:46 AM 
Goals go up. Records come down. @ThiagoBrazPV http://nike.com/justdoit  #justdoit,['justdoit'],['ThiagoBrazPV'],5,437,135, 15 Aug 2016,8:01 PM 
