records;tweet;hashtag;mentions;reply;like;retweet;date;time
420;You've made it here. Now make it there. #Masterspic.twitter.com/u9vnLtYBeL;['Masters'];;27.0;888;697; 9 Apr 2014;4:38 PM
421;10 legends have shaped 20 years of brilliant football. On April 14, @nikesportswear welcomes you to Nike F.C.pic.twitter.com/spuTJeBSV0;;['nikesportswear'];7.0;501;334; 9 Apr 2014;8:44 AM
422;Build a dynasty. Then build a bigger trophy case. #justdoitpic.twitter.com/twj73bcJDp;['justdoit'];;20.0;1100;783; 8 Apr 2014;7:55 PM
423;Start undefeated. Finish unforgettable. @UConnWBBpic.twitter.com/krkWrbyr3Y;;['UConnWBB'];27.0;1100;767; 8 Apr 2014;7:52 PM
424;Make history. Then take it with you.pic.twitter.com/bpE0IKWOQc;;;47.0;2000;1600; 7 Apr 2014;8:35 PM
425;Right where you belong. @UConnMBBpic.twitter.com/cUFYpWsIWv;;['UConnMBB'];41.0;1200;1200; 7 Apr 2014;8:18 PM
426;The Bartendaz #TrainFree. No limits, no excuses. Your move.http://youtu.be/u03vmhbxjz0 ;['TrainFree'];;6.0;110;91; 4 Apr 2014;7:35 AM
427;Move the way you were meant to. Shop the new #NikeFree now http://swoo.sh/1hkA6fk pic.twitter.com/gaf2bN6D6F;['NikeFree'];;50.0;1100;630; 3 Apr 2014;9:48 AM
428;"Move the way you were meant to, whatever you're moving for.

The new #NikeFree is here: http://gonike.me/free_ pic.twitter.com/2EUoJaLsWp";['NikeFree'];;129.0;3000;2500; 3 Apr 2014;8:58 AM
429;Playing it safe is the greatest risk. http://youtu.be/gwxdEECNpZY  #RiskEverything;['RiskEverything'];;19.0;235;314; 1 Apr 2014;4:29 AM
430;There are always detours, but never shortcuts. #justdoit;['justdoit'];;51.0;966;1300; 31 Mar 2014;7:29 AM
431;What a day. Let's do it again next year. 3.26. #airmax http://instagram.com/p/mDt03ct3ao/ ;['airmax'];;27.0;449;297; 27 Mar 2014;12:48 PM
432;Reflect on the past. Continue the revolution. @Paule_B #airmaxpic.twitter.com/V4B5CllM3V;['airmax'];['Paule_B'];18.0;725;584; 26 Mar 2014;3:38 PM
433;Today is a good day for some fresh Air. @steaknsteez agrees. #airmaxpic.twitter.com/uV9BUylQSH;['airmax'];['steakNsteez'];25.0;569;454; 26 Mar 2014;12:01 PM
434;Amongst works of art, @mirandamakaroff shows us a masterpiece. #airmaxpic.twitter.com/MZpPgaMcWz;['airmax'];['mirandamakaroff'];18.0;422;354; 26 Mar 2014;11:13 AM
435;Air Max Day is in full effect. Show the world how you're celebrating. Share your Air. #airmax;['airmax'];;52.0;252;312; 26 Mar 2014;9:30 AM
436;Step into the Air Max Day lineup. @mikepriceman has chosen wisely. #airmaxpic.twitter.com/NujDcs3x43;['airmax'];['MikePriceman'];21.0;687;553; 26 Mar 2014;10:06 AM
437;It's been 27 years since we started running on Air. Celebrate Air Max Day with us by showing off your favorite pair. #airmax;['airmax'];;47.0;536;497; 26 Mar 2014;7:59 AM
438;The first full-length Air unit was placed into the Air Max 97.pic.twitter.com/VR2wxSjIIX;;;41.0;424;459; 24 Mar 2014;9:56 AM
439;You don't have time to not have time. #justdoit;['justdoit'];;68.0;1400;2000; 24 Mar 2014;7:00 AM
440;A storybook season deserves a fairy tale finish. #justdoitpic.twitter.com/Re2XTOKhNF;['justdoit'];;90.0;2300;2000; 21 Mar 2014;1:53 PM
441;We kept it light in ’89. But the #airmax 90 changed everything – again.pic.twitter.com/KIwVlPsY7z;['airmax'];;25.0;395;372; 20 Mar 2014;9:54 AM
442;The concept of visible Air became a reality. The #airmax 1 showcased a window to the sole like no shoe prior. http://nike.com/airmax ;['airmax'];;4.0;92;83; 18 Mar 2014;1:59 PM
443;March 26, 1987 marked the birth of an icon. Lace up your favorite pair and celebrate Air Max Day on 3.26: http://youtu.be/PIpRPRoZVOI  #airmax;['airmax'];;24.0;538;601; 17 Mar 2014;9:02 AM
444;Don't let your luck run out. #justdoitpic.twitter.com/i5x7NiC0bf;['justdoit'];;35.0;1200;570; 17 Mar 2014;2:30 PM
445;Flight on four wheels. RT @nikestore: The @nikesb Air Jordan 1 is now available http://swoo.sh/1o4FNnK pic.twitter.com/ReRUOjVDul;;['nikestore', 'nikesb'];36.0;672;539; 15 Mar 2014;5:04 AM
446;10 years of Nike Free have gone by fast. Here's to the next 10 going by faster. http://gonike.me/free_ ;;;14.0;333;189; 13 Mar 2014;9:19 AM
447;Quit scrolling. Start moving. #justdoit;['justdoit'];;78.0;1500;1700; 10 Mar 2014;7:30 AM
448;When @LisaLeslie took off on a break in 2002, she left behind history. And expectations. And limits. #womensdaypic.twitter.com/e2DwfUSQwJ;['womensday'];['LisaLeslie'];19.0;803;928; 8 Mar 2014;11:31 AM
449; RT @nikefootball: Think you've seen every move? @MarioGoetze disagrees. https://vine.co/v/MA0nM7WxFB3  #Magista;['Magista'];['nikefootball', 'MarioGoetze'];32.0;601;763; 6 Mar 2014;11:25 AM
450;Welcome to the Flyknit family. RT @nikefootball Creativity has a new name. This is the #Magista.pic.twitter.com/SLfxe7u5Z3;['Magista'];['nikefootball'];98.0;1200;1500; 6 Mar 2014;7:00 AM
451;Football never stops for @andresiniesta8. Create what comes next. https://vine.co/v/MA0eXiKeUJh  #Magista;['Magista'];['andresiniesta8'];90.0;1500;2000; 6 Mar 2014;4:24 AM
452;Introducing #Magista. Football will never be the same: http://youtu.be/qP1PQDmR9uQ ;['Magista'];;108.0;630;925; 6 Mar 2014;3:42 AM
453;"To Do List:

☐ #justdoit";['justdoit'];;38.0;1300;1600; 3 Mar 2014;7:00 AM
454;Football will never be the same: http://gonike.me/Mgsta  #Magista;['Magista'];;27.0;144;185; 26 Feb 2014;10:02 AM
455;March 15 = @nikesb x @jumpman23pic.twitter.com/18nL7CrGEp;;['nikesb', 'Jumpman23'];133.0;1200;1200; 26 Feb 2014;9:00 AM
456;Taking it easy won't take you anywhere. #justdoit;['justdoit'];;80.0;1400;2100; 24 Feb 2014;7:30 AM
457;Move Reminder: You've got a date with your Nike+ FuelBand. No chocolates necessary.;;;11.0;194;125; 14 Feb 2014;12:19 PM
458;Loving our @Nike gear! Pumped to race tomorrow!! #TeamUSA #usaluge #Sochi2014 @k8ertotz @summerbritcherpic.twitter.com/9awyxuGJF8;['TeamUSA', 'usaluge', 'Sochi2014'];['Nike', 'k8ertotz', 'summerbritcher'];33.0;533;201; 9 Feb 2014;1:03 AM
459;"""For every trick you can't believe, there's a rider who did."" #NeverNot @sagekotsenburg 2014 Slopestyle gold medal!pic.twitter.com/4guviQc1qS";['NeverNot'];['sagekotsenburg'];21.0;2700;1400; 8 Feb 2014;2:44 AM
460;Nike's new kick-in-the-buttocks technology: http://youtu.be/LNgclJQ06eE ;;;22.0;263;173; 7 Feb 2014;10:02 AM
461;If you don't like style, innovation, and puppies this ain't for you: http://youtu.be/Q0fhrZep9Wo ;;;57.0;345;290; 7 Feb 2014;9:02 AM
462;One title takes strength. Defending it takes more. The next run starts now. #justdoitpic.twitter.com/O5j4MKKr5f;['justdoit'];;19.0;581;487; 3 Feb 2014;11:00 AM
463;Some never get a second chance. The best never need one. #justdoit;['justdoit'];;76.0;1200;1400; 2 Feb 2014;7:03 PM
464;When it's the game of your dreams, play the game of your life. @Seahawks #justdoitpic.twitter.com/egkz2jTYCo;['justdoit'];['Seahawks'];160.0;6300;6000; 2 Feb 2014;6:57 PM
465;"This isn't the moment you've been waiting for.
This is the moment you've been working for.
#justdoit";['justdoit'];;17.0;754;817; 2 Feb 2014;3:17 PM
466;"Years of dedication.

Months of sacrifice.

Weeks of preparation.

The day you dreamed of.

#justdoit";['justdoit'];;20.0;770;748; 2 Feb 2014;1:32 PM
467;Honor the past. Impact the present. #BHM http://gonike.me/6010e4Oy ;['BHM'];;21.0;267;238; 1 Feb 2014;12:33 PM
468;"Statistics say this is a great day to give up on your resolution.
We say that's a great way to become a statistic.
#justdoit";['justdoit'];;31.0;451;535; 21 Jan 2014;12:39 PM
469;Our #Flyknit family just got bigger … and lighter … and stronger: http://youtu.be/SJn64kkpOSc ;['Flyknit'];;128.0;1400;910; 19 Jan 2014;1:59 PM
470;The only thing you can do about yesterday is improve upon it. #justdoit;['justdoit'];;66.0;1100;1800; 14 Jan 2014;7:30 AM
471;When practice is this fun, it's hard to stop. #justdoit @guskenworthyhttp://youtu.be/OaTvLpnCtTY ;['justdoit'];['guskenworthy'];13.0;190;124; 10 Jan 2014;11:34 AM
472;"Shine as bright as the trophy you're playing for.

The Nike Silver Speed collection debuts at Super Bowl XLVIII: http://gonike.me/superbowl48 ";;;12.0;245;198; 9 Jan 2014;10:51 AM
473;Faster in the final moments. Perfect at the final whistle. @FSU_football #justdoitpic.twitter.com/ZsfR1mPmsH;['justdoit'];;66.0;1600;1700; 6 Jan 2014;9:07 PM
474;Complaining about Mondays was so last year. #justdoit;['justdoit'];;94.0;1400;2000; 6 Jan 2014;7:15 AM
475;Start every day with a resolution. What's yours? #justdoit;['justdoit'];;87.0;557;613; 3 Jan 2014;7:45 AM
476;Wear your resolution on your wrist. #justdoitpic.twitter.com/fM6TWPPzrg;['justdoit'];;31.0;807;788; 1 Jan 2014;11:15 AM
477;"Don’t make a resolution. Make 365.
#justdoit";['justdoit'];;125.0;1100;1500; 1 Jan 2014;11:00 AM
478;Better than last year starts by being better than yesterday.;;;63.0;955;1400; 1 Jan 2014;10:40 AM
479;Resolutions are meant to make you better than you were last year.;;;51.0;687;957; 1 Jan 2014;10:20 AM
480;Resolutions are meant to change you.;;;46.0;674;929; 1 Jan 2014;10:00 AM
481;Resolutions are meant to be kept.;;;63.0;821;1000; 1 Jan 2014;9:40 AM
482;Resolutions aren’t supposed to be a lie that you tell yourself year after year.;;;104.0;1100;1800; 1 Jan 2014;9:20 AM
483;Resolutions aren’t supposed to be recycled.;;;51.0;723;968; 1 Jan 2014;9:00 AM
484;The greatest resolutions are the ones you keep. http://nike.com/justdoit ;;;71.0;889;1200; 31 Dec 2013;11:11 AM
485;Want to continue helping today's kids get moving? Build on what you accomplished on 12.21 and visit http://www.designedtomove.org  to learn more.;;;7.0;58;51; 22 Dec 2013;12:17 PM
486;It may be the darkest day of the year, but you still have 24 hours. Make it matter: http://gonike.me/1221 ;;;17.0;229;285; 21 Dec 2013;6:00 AM
487;Tomorrow, pledge your Nike+ activity to one of 10 programs that are helping to get kids active: http://gonike.me/1221 ;;;4.0;62;62; 20 Dec 2013;10:00 AM
488;Every mile counts on 12.21. Hit the road for a great cause and everyone wins. #flashrun http://gonike.me/1221 ;['flashrun'];;7.0;153;180; 18 Dec 2013;4:48 PM
489;On Saturday, our @NikeFuel counts more. I'm gettin after 7k. Join me, move for good: http://gonike.me/1221  #justdoit #teamnike;['justdoit', 'teamnike'];['NikeFuel'];9.0;118;36; 18 Dec 2013;2:02 PM
490;There's never enough time in the day, so let's make what you do on the longest night of the year matter more: http://gonike.me/1221 ;;;9.0;100;102; 18 Dec 2013;10:12 AM
491;"If he never came back to the game.

He'd be a living legend.

But he wouldn't be @KobeBryant. #justdoit
http://youtu.be/ikC5GIpNFWw ";['justdoit'];['kobebryant'];26.0;846;1200; 8 Dec 2013;6:52 PM
492;When they say you can't...do.;;;92.0;1300;2100; 8 Dec 2013;6:41 PM
493;Good overcomes obstacles. The great embrace them. #justdoitpic.twitter.com/ncOVeG0FE9;['justdoit'];;42.0;957;886; 8 Dec 2013;11:49 AM
494;Getting better doesn't stop because it's getting colder. http://youtu.be/hSwfGfPbhvE ;;;52.0;459;472; 7 Dec 2013;10:00 AM
495;#justdoitpic.twitter.com/0RTe9DsqXS;['justdoit'];;12.0;169;144; 6 Dec 2013;11:30 AM
496;#justdoitpic.twitter.com/ZnhjMtblQd;['justdoit'];;10.0;267;222; 6 Dec 2013;10:29 AM
497;@Nike I launch into flight at the speed of light.  #justdoitpic.twitter.com/THWfoBtKv2;['justdoit'];['Nike'];;58;38; 5 Dec 2013;4:55 PM
498;#justdoitpic.twitter.com/2LsM3uJFyu;['justdoit'];;10.0;185;151; 6 Dec 2013;8:00 AM
499;#justdoitpic.twitter.com/YSSO2KoEyp;['justdoit'];;8.0;363;122; 5 Dec 2013;10:40 AM
500;#justdoitpic.twitter.com/H5icpk3Cn0;['justdoit'];;8.0;155;112; 5 Dec 2013;9:43 AM
501;#justdoitpic.twitter.com/gD3c9CN8dR;['justdoit'];;2.0;77;55; 5 Dec 2013;5:16 PM
502;#justdoitpic.twitter.com/cBkFJckocB;['justdoit'];;6.0;120;152; 6 Dec 2013;11:17 AM
503;"""I got you!""
#GoBucks #BeatSparty
@MSU_Football @TheRealSparty @usnikefootballpic.twitter.com/qwEJMfDLYR";['GoBucks', 'BeatSparty'];['MSU_Football', 'TheRealSparty', 'usnikefootball'];5.0;91;80; 5 Dec 2013;2:10 PM
504;"""No Way!"" @Brutus_Buckeye @TheRealSparty @usnikefootballpic.twitter.com/pjsaM4bgbf";;['Brutus_Buckeye', 'TheRealSparty', 'usnikefootball'];5.0;127;133; 5 Dec 2013;2:27 PM
505;#justdoitpic.twitter.com/kgoGNaLDHx;['justdoit'];;11.0;231;207; 6 Dec 2013;12:08 PM
506;Revolutionary innovation for a revolutionary athlete. The #Kobe9 Elite 'Masterpiece'.pic.twitter.com/0zVcQvajVN;['Kobe9'];;262.0;1800;2200; 4 Dec 2013;4:59 PM
507;Nike SB battles the Trick Tree for a special 24-hour webcast @berrics live now! #SBAppLockInhttp://swoo.sh/onlock ;['SBAppLockIn'];['berrics'];2.0;65;58; 23 Nov 2013;12:13 PM
508;#justdoit RT @Cristiano All together we did it! Brazil is waiting for us! #ForçaPortugalpic.twitter.com/uXXtr1ieju;['justdoit', 'ForçaPortugal'];['Cristiano'];71.0;1700;1900; 19 Nov 2013;2:42 PM
509;@Nike Driving range practice for 2 hours, 18 holes and then workout. #JustDoIt #GolfLife;['JustDoIt', 'GolfLife'];['Nike'];1.0;35;17; 3 Nov 2013;9:56 AM
510;@nike extra hour of non stop sprints and that extra push needed to get ready for playoff soccer;;['Nike'];1.0;37;18; 3 Nov 2013;9:59 AM
511;#justdoit RT @Diemmo06 Extra hour of field work an batting practice... the off season is still a season #ExtraHour @Nike;['justdoit', 'ExtraHour'];['Nike'];8.0;45;43; 3 Nov 2013;10:00 AM
512;@Nike Extra hour of getting shots up #BasketballNeverStops;['BasketballNeverStops'];['Nike'];2.0;30;21; 3 Nov 2013;9:54 AM
513;#justdoit RT @sempai2k @Nike running an extra hour today.;['justdoit'];['sempai2k', 'Nike'];2.0;54;39; 3 Nov 2013;9:51 AM
514;@Nike running the track then later going to the weight room. #justdoit;['justdoit'];['Nike'];2.0;43;17; 3 Nov 2013;9:43 AM
515;Another year has only made us all twice as ready. #justdoit #werunnycpic.twitter.com/EAAmTNFPQZ;['justdoit', 'werunnyc'];;35.0;639;506; 2 Nov 2013;1:15 PM
516;When you chase greatness, you end up leading the parade. @JacobyEllsbury #totalclutchpic.twitter.com/pLWRMmUqZI;['totalclutch'];['JacobyEllsbury'];16.0;367;421; 30 Oct 2013;8:23 PM
517;Ring 'em up @RedSox. Celebrate Championship #8 with the 2013 World Series Champions Tee http://swoo.sh/1f4gUUM pic.twitter.com/0zHE1demlr;;['RedSox'];163.0;2100;2200; 30 Oct 2013;8:24 PM
518;"Sometimes a team inspires a city.
Sometimes a city inspires a team.
#justdoit";['justdoit'];;81.0;973;1600; 30 Oct 2013;8:24 PM
519;A season is bigger than one game. Until it isn’t. #justdoit;['justdoit'];;13.0;241;319; 30 Oct 2013;5:01 PM
520;#justdoit RT @nikebasketball Banners are a testament to your training. http://youtu.be/hmWMz10Ftko  #striveforgreatness;['justdoit', 'striveforgreatness'];['nikebasketball'];11.0;80;105; 29 Oct 2013;5:06 PM
521;Check out my new Nike spot. Let me know what y'all think folks. One of my favs!! http://www.youtube.com/watch?v=hmWMz10Ftko&feature=youtu.be … #StriveForGreatness;['StriveForGreatness'];;826.0;2300;3100; 27 Oct 2013;4:34 PM
522;Any route. Any coverage. Any throw. @bigplaycj #unleashspeedpic.twitter.com/IHqFZJVaqo;['unleashspeed'];['Bigplaycj'];41.0;452;648; 27 Oct 2013;1:26 PM
523;This is the moment you dreamt about as a kid. It's just a bigger yard. #justdoit;['justdoit'];;17.0;259;437; 23 Oct 2013;5:00 PM
524;#justdoit RT @nikewomen: Getting to the starting line is half the battle. 26.2 is the other. #werunsf;['justdoit', 'werunsf'];['nikewomen'];13.0;73;88; 20 Oct 2013;6:04 AM
525;Job done. #justdoitpic.twitter.com/ZUXSLQZdPW;['justdoit'];;24.0;375;678; 15 Oct 2013;1:48 PM
526;"Smart, simple, more fun. Meet the new Nike+ #FuelBandSE.
http://nike.com/FuelBand pic.twitter.com/0qMw82lUSZ";['FuelBandSE'];;185.0;499;956; 15 Oct 2013;9:11 AM
527;“Don’t look back. Look ahead.” -Bill Bowerman;;;97.0;659;2200; 15 Oct 2013;6:30 AM
528;#Flyknit + #Airmax = http://gonike.me/flyknitairmax . Available January 3rd.;['Flyknit', 'Airmax'];;46.0;94;187; 9 Oct 2013;2:55 PM
529;Sometimes the biggest victories happen off the field. #bcapic.twitter.com/OVSLvu50rs;['bca'];;31.0;505;593; 6 Oct 2013;10:55 AM
530;Get your crayons, paint brushes & markers out and let’s see what you got #Nike #HardInThePaint http://youtu.be/EfXeuwYtiIg  http://nike.com/designlebronstee …;['Nike', 'HardInThePaint'];;71.0;442;453; 1 Oct 2013;4:47 PM
531;It's not enough to make it to October. #justdoit;['justdoit'];;15.0;123;261; 1 Oct 2013;5:05 PM
532;Success is never a surprise. @JonnyBones #justdoit;['justdoit'];['JonnyBones'];49.0;356;868; 21 Sep 2013;9:43 PM
533;Signed. Sealed. To be delivered. #justdoit #usmnt;['justdoit', 'usmnt'];;22.0;314;719; 10 Sep 2013;7:55 PM
534;Get active, stay active with the Nike+ Move app, an introductory experience to NikeFuel made to move with the iPhone 5S. Coming soon.;;;53.0;107;266; 10 Sep 2013;11:04 AM
535;Tell the voice that tells you 'stop', to stop. Keep moving.;;;54.0;392;958; 10 Sep 2013;11:03 AM
536;Tireless work. Relentless drive. Unmatchable will. Flawless return. #justdoit @RafaelNadal #USOpenpic.twitter.com/t8Uyu3CanR;['justdoit', 'USOpen'];['RafaelNadal'];52.0;575;1100; 9 Sep 2013;5:32 PM
537;If your dream is winning it once, why not make it five times. #justdoit @SerenaWilliams #USOpenpic.twitter.com/2O6I8NHIpU;['justdoit', 'USOpen'];['serenawilliams'];88.0;757;1400; 8 Sep 2013;4:36 PM
538;"If you can play on Friday, play on Saturday.
If you can play on Saturday, play on Sunday.
Then play in February.
#justdoit";['justdoit'];;9.0;239;387; 8 Sep 2013;10:00 AM
539;It's never too early to separate yourself. #justdoit;['justdoit'];;37.0;382;923; 8 Sep 2013;9:54 AM
540;Just because you get a day off, doesn't mean you have to take it. #justdoit;['justdoit'];;376.0;2100;5400; 2 Sep 2013;10:20 AM
541;"Leave your mark on the game. Leave your name in the history books.
@TobinHeath @sincy12 #nwsl #justdoit";['nwsl', 'justdoit'];['TobinHeath', 'sincy12'];15.0;195;266; 31 Aug 2013;7:06 PM
542;Whoever said you can't win 'em all was wrong. #justdoit http://instagram.com/p/drt29Uvd-J/ ;['justdoit'];;13.0;122;224; 31 Aug 2013;8:55 AM
543;#justdoit RT @blackberrychris @Nike marathon in my wheelchair in 7 weeks time!!;['justdoit'];['blackberrychris', 'Nike'];1.0;33;41; 30 Aug 2013;12:25 PM
544;@Nike For now, it'll be running 14mi this wknd w/ 2-3mi of hills. #nwm #werunsf victory shall be mine!!! #justdoit;['nwm', 'werunsf', 'justdoit'];['Nike'];3.0;14;14; 30 Aug 2013;10:11 AM
545;@Nike 10k for now! half marathon in a few months! a marathon before I'm 36!;;['Nike'];;8;8; 30 Aug 2013;10:08 AM
546;@Nike Mine is Ironman Lake Tahoe next month. #140.6;;['Nike'];2.0;3;9; 30 Aug 2013;10:53 AM
547;#justdoit RT @etham @Nike yep.. mine is a 100 miles ultramarathon... and working on it!;['justdoit'];['etham', 'Nike'];4.0;19;38; 30 Aug 2013;10:46 AM
548;There's always a bigger mountain to climb. What's yours? #justdoit;['justdoit'];;258.0;746;2000; 30 Aug 2013;10:07 AM
549;If I can run. I can jump #justdoit #40+ #vinovine https://vine.co/v/hiYWqAIuLlB ;['justdoit', 'vinovine'];;1300.0;4400;6500; 29 Aug 2013;7:47 PM
550;Nike Tech Pack is now available. Check out the complete Lookbook featuring 17 of the world’s best athletes: http://swoo.sh/17lykb4  #techpack;['techpack'];;9.0;33;70; 29 Aug 2013;12:15 PM
551;The thing about progress is, it only stops if you do. #justdoit;['justdoit'];;74.0;606;1500; 23 Aug 2013;1:18 PM
552;All because you took that extra, little step. #justdoitpic.twitter.com/Vvxoyp2Wyp;['justdoit'];;85.0;848;1300; 22 Aug 2013;4:53 PM
553;If you have a dream, make it a goal. What's yours? #justdoit;['justdoit'];;145.0;443;1000; 22 Aug 2013;3:13 PM
554;Challenge yourself. Challenge your friends. Find inspiration here: http://gonike.me/justdoit  #justdoit;['justdoit'];;17.0;79;207; 22 Aug 2013;9:08 AM
555;How will you beat today, tomorrow? #justdoit;['justdoit'];;68.0;391;829; 21 Aug 2013;8:50 PM
556;Big goals start with small steps. What's your first move? #justdoit;['justdoit'];;80.0;435;1000; 21 Aug 2013;5:19 PM
557;What are you doing today to beat yesterday? #justdoit;['justdoit'];;90.0;396;903; 21 Aug 2013;1:25 PM
558;Limits are off-limits: http://youtu.be/aPkyPdubqDs  #justdoit;['justdoit'];;360.0;1600;3100; 21 Aug 2013;1:12 PM
559;We're all capable of a little more: http://youtu.be/aPkyPdubqDs  #justdoit;['justdoit'];;106.0;386;858; 21 Aug 2013;4:33 AM
560;#justdoit;['justdoit'];;257.0;1500;5300; 20 Aug 2013;9:28 AM
561;Introducing Nike Tech Pack. Coming 08.29.13. http://youtu.be/L8RP9Hxw34Q  #techpack;['techpack'];;78.0;284;510; 19 Aug 2013;9:05 AM
562;"Looks good. Fits better.
http://nike.com/freeflyknit ";;;30.0;111;184; 1 Aug 2013;4:16 PM
563;However close to barefoot you like your run to feel—your reasons are your own. Run Free, your way. #MYNIKEiDshttp://youtu.be/ww_AhaYldto ;['MYNIKEiDs'];;19.0;63;95; 24 Jul 2013;11:00 AM
564;Introducing the Nike #Aeroloft Vest. Insulation meets ventilation. Welcome to warmth without weight. http://gonike.me/aeroloft ;['Aeroloft'];;9.0;37;76; 16 Jul 2013;5:03 PM
565;The new Nike Free #Hyperfeel. A revolutionary sensation in every stride. http://gonike.me/freehyperfeel ;['Hyperfeel'];;17.0;69;98; 16 Jul 2013;4:08 PM
566;Fit meets flex. Reserve your Nike #FreeFlyknit to be one of the first to fly:  http://swoo.sh/freeflyknit ;['FreeFlyknit'];;120.0;413;653; 16 Jul 2013;3:02 PM
567;Everything you need to know about the new Nike #FreeFlyknit: http://nike.com/freeflyknit ;['FreeFlyknit'];;21.0;78;129; 16 Jul 2013;2:32 PM
568;Meet the Nike #FreeFlyknit. Fit to fly with revolutionary second-skin fit.pic.twitter.com/BE2K5PzxLJ;['FreeFlyknit'];;217.0;621;861; 16 Jul 2013;2:14 PM
569;Innovation is the antidote to limits.;;;147.0;1000;3300; 16 Jul 2013;10:18 AM
570;The more you move, the more you earn. Need proof? The @NikeNYC skate barge was just the beginning. #makeitcounthttp://youtu.be/_IGu-vBMACg ;['makeitcount'];['NikeNYC'];5.0;25;59; 11 Jul 2013;11:23 AM
571;Kevin Durant. James Harden. You? The ultimate pickup game has arrived. http://youtu.be/MuMs7GdQ6R8  #summerisserious;['summerisserious'];;137.0;537;1200; 9 Jul 2013;10:00 AM
572;The hard work behind. The challenge in front. @SpiderAndersonpic.twitter.com/37CxJMq2vY;;['SpiderAnderson'];17.0;125;162; 6 Jul 2013;8:50 PM
573;Sun's up, school's out, but you've got a job to do. Ball harder. Talk faster. Get better. #summerisserious http://gonike.me/6013khf3 ;['summerisserious'];;18.0;259;740; 27 Jun 2013;11:01 AM
574;"Trophies are made of gold.
Champions are made of mettle.";;;49.0;340;959; 20 Jun 2013;8:51 PM
575;When your trophy case fills up, so does your voicemail. Hit @KingJames with yours at 305-767-2226. #WitnessHistory http://youtu.be/gZc1_BiiPoo ;['WitnessHistory'];['KingJames'];29.0;185;478; 20 Jun 2013;8:51 PM
576;Leave your mark on the game. Leave your fingerprints on the trophy.;;;34.0;319;867; 20 Jun 2013;6:11 PM
577;It's time to live baseball through a new lens: http://instagram.com/nikebaseball ;;;2.0;18;41; 13 Jun 2013;8:50 AM
578;Air is in the eye of the beholder. #airmaxhttp://youtu.be/DXUm5p8VqDk ;['airmax'];;13.0;67;160; 13 Jun 2013;9:21 AM
579;8. Enough said. @RafaelNadal #noexcusespic.twitter.com/rba90FH5JL;['noexcuses'];['RafaelNadal'];271.0;2800;7600; 9 Jun 2013;8:29 AM
580;The best win every Slam. Legends win them all again. @serenawilliams #noexcusespic.twitter.com/zXD58zDwHj;['noexcuses'];['serenawilliams'];89.0;593;1300; 8 Jun 2013;8:03 AM
581;History has room for one.;;;46.0;419;1000; 6 Jun 2013;6:08 PM
582;Always attack. #hypervenompic.twitter.com/OQKgv2XKdo;['hypervenom'];;36.0;273;518; 2 Jun 2013;2:21 PM
583;Legends live forever.pic.twitter.com/OxSZo1B3BR;;;59.0;458;739; 30 May 2013;1:03 PM
584;At last. No more waiting. See what was in that misterious case Nike Football sent me. http://www.youtube.com/watch?v=WYVeAFAZ0ac&feature=youtu.be …;;;195.0;725;1800; 28 May 2013;12:36 PM
585;Warning: @Njr92 has a new advantage. #Hypervenompic.twitter.com/eKHHh1HVIL;['Hypervenom'];['Njr92'];59.0;640;743; 28 May 2013;11:25 AM
586;Daring and joy meets ruthless design. @Njr92 introduces a new breed of attack. #Hypervenom insider.pic.twitter.com/BPmJ68LLnz;['Hypervenom'];['Njr92'];31.0;217;475; 28 May 2013;10:56 AM
587;"The game is evolving.
A new breed of attack is coming.
#hypervenom @nikefootball.
http://youtu.be/q8DhgSjpdIg ";['hypervenom'];['nikefootball'];9.0;76;144; 24 May 2013;1:48 PM
588;"Reached out to my @Nike fam to see if they could help Oklahoma.
They're in. http://gonike.me/OKC ";;['Nike'];863.0;2300;4400; 23 May 2013;8:02 PM
589;Strength. Honor. Tradition. England. #theshirtpic.twitter.com/opRwbPHQ70;['theshirt'];;59.0;351;565; 20 May 2013;11:24 AM
590;We make #theshirt. You make it matter. The new England National Team kit is at http://gonike.me/6013kEuX .pic.twitter.com/OMWa3eAutu;['theshirt'];;32.0;152;454; 20 May 2013;11:15 AM
591;Don’t be part of the history books. Write them. @TigerWoodspic.twitter.com/u264se0QLQ;;['TigerWoods'];50.0;394;1100; 12 May 2013;4:17 PM
592;Witness Historypic.twitter.com/0KlOGm8Yao;;;195.0;1500;4000; 5 May 2013;12:04 PM
593;New technique, same champion.pic.twitter.com/6kGSasWps3;;;10.0;122;235; 27 Apr 2013;9:18 PM
594;#COUNTONKOBE to show us again. @KobeBryantpic.twitter.com/5Ujw7Os1XV;['COUNTONKOBE'];['kobebryant'];589.0;4100;8600; 21 Apr 2013;10:19 AM
595;We are working with authorities & planning for the Nike Women Half Marathon DC to go ahead as planned.;;;33.0;104;183; 17 Apr 2013;2:47 PM
596;We run with heavy hearts after the Boston tragedy, but we won’t stop running.;;;44.0;440;1300; 17 Apr 2013;2:47 PM
597;And he did it in the Koston 2 from @NikeSB. http://swoo.sh/GLNKTWB  #thelegendgrows;['thelegendgrows'];['nikesb'];3.0;18;42; 2 Apr 2013;9:36 AM
598;I heard @EricKoston destroyed this spot: http://youtu.be/EF8tYticbdk ;;['erickoston'];6.0;57;111; 2 Apr 2013;9:36 AM
